EC		Cs137(ch)	Y88 1 (ch)	K40 (ch)	Y88 2 (ch)	Pb (ch)
176		377.931		531.962		913.939		1182.69		1750.16
177		414.42		560.053		923.937		1189.6		1734.28
178		374.395		525.844		901.802		1193.23		1826
179		396.004		543.36		909.075		1189.88		1743.47
180		389.332		538.014		914.397		1191.35		1753.27
181		368.742		520.105		903.187		1187.74		1759.44
182		401.805		551.946		907.675		1189.72		1729.63
183		392.595		547.612		932.397		1191.08		1745.59
184		375.442		529.873		911.595		1186.78		1747.83
185		350.065		512.004		911.619		1195.86		1776.39
186		363.998		520.813		905.581		1191.21		1757.1
187		389.962		540.383		1019.95		1193.08		1920
188		349.133		504.022		901.285		1193.08		1778.26
189		401.427		549.516		909.311		1169.23		1689.4
190		368.959		519.204		892.985		1166.8		1712.72
191		363.052		506.508		895.658		1160.37		1742.72
